relative_frame,frame,elbow_angle,knee_angle,shoulder_angle,wrist_height,score
0,12266,149.74618004797313,170.0216223651014,59.954364294066885,0.40334147214889526,198.7653607684059
1,12267,144.99948274357564,170.07514976229402,58.39135364640826,0.40251871943473816,194.3190166754482
2,12268,141.35859388398973,169.8090978189901,57.8998913658559,0.4025987386703491,190.3880701018751
3,12269,133.9218033750996,169.65342080295457,55.891838782324584,0.4013669192790985,183.16514839432466
4,12270,134.64967019775145,169.35215670124506,56.334072025899765,0.4013136029243469,183.60774602169244
5,12271,136.29456692587763,169.14549955714958,56.60985823255677,0.4011175036430359,185.1048153901164
6,12272,133.99903660300993,169.58872584698733,56.24380561044813,0.3994472622871399,183.75358376385532
7,12273,133.5033033337063,169.24720103334928,55.85307363773257,0.3991362154483795,183.0096397325417
8,12274,134.22360293665446,169.04205553320884,55.73270210949584,0.39896371960639954,183.57654258794344
9,12275,133.68139954463848,168.86035124103756,55.10614531704028,0.3983086049556732,183.0491692989741
10,12276,132.43578777593743,168.7015552055614,54.539883308391175,0.39711934328079224,182.00153999726115
11,12277,134.6748150527138,168.65965348998785,54.63033030993553,0.39437755942344666,185.02120071566765
12,12278,133.75657126932896,168.78391504348875,54.238593012276986,0.3947147727012634,184.1260545024387
13,12279,133.7042729007409,168.77779549200233,53.958394397333706,0.3950193226337433,183.97627160262027
14,12280,122.7536819657557,168.55866295264997,52.86860752190268,0.3947705030441284,172.88119400516712
15,12281,117.71751801812457,169.11326918760503,55.90101262945652,0.39345782995224,168.79343822005762
16,12282,107.9170885589022,168.90821208238745,55.770112865895456,0.39241209626197815,159.10167176269618
17,12283,109.53026171513726,168.62351790257037,56.96887403364254,0.38993149995803833,161.17432963029614
18,12284,110.54184997681038,168.185488709961,57.36696730712337,0.38874974846839905,162.10241414625165
19,12285,117.13302223789644,168.17792587285365,59.35682550680595,0.3870064616203308,169.20900962465083
20,12286,117.31734824634651,167.85592255444183,60.30820950849027,0.385741651058197,169.45077548332927
21,12287,116.90290252092211,167.32399937386265,60.379022498961966,0.3858378529548645,168.4755460083254
22,12288,114.45767003737201,166.79902868099282,60.751487198411326,0.3854529857635498,165.62080298929988
23,12289,110.68803681427273,167.29146132769324,60.77416542407766,0.38456544280052185,162.6098653018094
24,12290,134.07411325700411,152.14951372560105,60.217347706209026,0.38878920674324036,169.5868649596331
25,12291,169.0497763770744,156.05395775192522,144.91547669139678,0.39881372451782227,205.45961677365295
26,12292,170.9816798603042,159.76830379399038,144.6438609672899,0.42585355043411255,202.99391852406086
27,12293,91.63138603854456,164.84849245805674,58.80189532320667,0.39528173208236694,137.89535887189123
28,12294,87.84482634965673,166.91123030758322,54.67226707880406,0.3859046399593353,138.98466466943935
29,12295,86.6523256996193,167.02658490609141,53.98383460001025,0.3848089873790741,138.23621439198848
30,12296,67.04366435841096,166.60976163909467,50.528995628430984,0.38336148858070374,118.6449794232945
31,12297,74.28298515996804,166.76119055312893,51.72919841383498,0.38339555263519287,126.0255099225391
32,12298,73.80939300072907,166.33263503156346,50.49973232517694,0.38355427980422974,125.07574409102361
33,12299,69.35354938059031,166.43593819821257,50.40991256206159,0.3831533193588257,120.84349177115519
34,12300,64.79189229419242,166.2572690688529,49.05137254383399,0.3829626441001892,116.16036813298857
35,12301,56.75018575364783,166.00646542097226,47.73749180285429,0.38287553191185,107.8939916010651
