relative_frame,frame,elbow_angle,knee_angle,shoulder_angle,wrist_height,score
0,2858,160.89283211367692,160.7805310624301,0.6949323787613727,0.583748996257782,146.54866429877245
1,2859,160.80070771372567,160.18472124533332,1.2265816343382272,0.5876297950744629,144.69649043672013
2,2860,164.77651438477238,162.23588289557406,1.5380387198701146,0.5907328724861145,149.79253553451213
3,2861,160.37221521683085,164.788165721691,5.763338725759313,0.5927767157554626,147.32736621188303
4,2862,161.43348681409978,168.20837472398907,7.749038481985354,0.5928409099578857,151.78958855072312
5,2863,160.7630465351144,172.73515400778902,10.558976491854946,0.5935339331626892,155.43802059409666
6,2864,164.7334582423652,175.81089101014183,10.818432357655801,0.5928490161895752,162.68964439563445
7,2865,164.54486393007986,178.32531408513003,12.504285353827697,0.5937258005142212,164.75243786094353
8,2866,163.55447824762308,179.47083176890655,15.1249584230432,0.5931742191314697,165.07304427708868
9,2867,164.06967056329339,178.91224066797386,16.56878225088907,0.5936592221260071,164.88414459346512
10,2868,165.35181618751517,178.14937702691108,18.721657597724,0.592476487159729,165.75824706650758
11,2869,167.7634009008844,178.69942500696828,19.96927554847121,0.5886023044586182,169.88213457026723
12,2870,167.98111595468194,179.87275520646705,21.53626977133227,0.5852362513542175,172.2829957548837
13,2871,171.0351482693024,178.71262868558068,20.44494855418725,0.5816141366958618,175.26353594612453
14,2872,166.8475603822646,176.62380547977452,22.63215436750631,0.5561760663986206,176.6185459424529
15,2873,167.79267474803484,174.2288793441603,21.83199658724938,0.5653160810470581,172.42672977807774
16,2874,163.09600230365123,175.8800811256756,23.836111777639918,0.5768945217132568,165.90772691534977
17,2875,163.97599563898834,176.25395602401755,22.63202544664883,0.57562255859375,167.54318408488086
18,2876,166.94944822888843,173.8009765948011,20.432983587940853,0.5769520401954651,167.66481276505
19,2877,167.8394181678923,172.8461412980352,19.674184084042864,0.571101725101471,169.3550419354862
20,2878,169.24884467919316,174.6225752242031,18.547265161311312,0.5724470615386963,172.13730144178737
21,2879,168.69592082552307,176.04349140258304,17.459534075510323,0.5727322697639465,172.91973129892216
22,2880,169.7531874793446,178.06788806322908,16.434455114992435,0.5583664774894714,180.31113229573225
23,2881,170.21630993430068,178.83330271427545,16.109198001084327,0.5568705797195435,181.98843873271312
24,2882,169.73578902030502,178.19247367024883,16.23408515977321,0.5596643090248108,180.02896998311064
25,2883,169.80316671836584,179.58848533278237,16.005596652404346,0.5618848204612732,180.82620591276623
26,2884,169.78894550184145,178.40307646838997,15.91195269901242,0.5629794597625732,179.29818404145942
27,2885,169.7356386049911,177.456932956651,15.92359051307399,0.5655776262283325,177.51928369314237
28,2886,169.88841117712155,178.48712644237452,15.974332102857819,0.5669329166412354,178.29566262712547
29,2887,169.4286839734424,178.88616307322073,16.088500182535928,0.5679479837417603,177.930451924135
30,2888,168.23059396613064,178.82193440383531,16.228566341310895,0.56949782371521,176.20318125540297
31,2889,168.2251247122692,178.5906272974993,15.445728685080432,0.5705163478851318,175.66084764422897
32,2890,168.43851757780791,178.20584496209435,15.018694656555105,0.5720482468605042,175.02988848175102
33,2891,170.21900611314092,177.87735096655334,13.704286148070967,0.5739952325820923,175.89778730506657
34,2892,171.04278843334944,177.4077622891358,12.659103636014137,0.576168417930603,175.6000253433043
35,2893,170.2862543754644,177.5674550674453,12.331993904508456,0.5767587423324585,174.82608674317214
