relative_frame,frame,elbow_angle,knee_angle,shoulder_angle,wrist_height,score
0,2476,175.32365917348005,177.99161035509957,9.17001702335506,0.5934810042381287,175.27096825714102
1,2477,176.7668252798859,177.1144135220052,8.05238226248348,0.5937559008598328,175.75446854394124
2,2478,176.70398460731167,176.47964416519378,7.774552578173198,0.5938670635223389,175.0235097158038
3,2479,174.12189031939633,176.04501337868473,8.205669876366638,0.5939783453941345,171.9734000798407
4,2480,174.40725386881243,173.5942426249086,7.267327578172575,0.5946534276008606,169.6054682134628
5,2481,173.7269252685414,171.96926587406452,7.1162011281221,0.588349461555481,169.19135267596164
6,2482,168.28848667898626,171.0326116446153,8.285298774060003,0.5845391750335693,163.95934581353072
7,2483,168.49060897171717,169.57513916023674,8.388288751007607,0.5794730186462402,164.22384253808184
8,2484,167.0947899548771,168.45787542169796,9.261376985341455,0.5772624611854553,162.37392702093848
9,2485,167.6289137458647,169.2936949523054,9.15597366812847,0.5716531872749329,165.42665251569025
10,2486,167.363605089292,168.3227789026451,9.243457843127874,0.5673913359642029,165.4689832026762
11,2487,167.32100248721628,166.92884070880493,9.463146566997489,0.5634065866470337,165.22786720191107
12,2488,167.56995257948554,167.2142513176224,9.365959472460435,0.5582148432731628,167.3197509151591
13,2489,168.8707290250831,166.0239992945547,9.05927758321798,0.5558129549026489,168.15084184884313
14,2490,169.5043048982032,163.04710527689159,9.02995782204244,0.5583375096321106,165.05015728546164
15,2491,168.87163459029713,162.87293277062,10.019009487653344,0.5608784556388855,163.48103066925148
16,2492,170.56127566310911,161.62054080318518,10.0371760727457,0.5630238056182861,163.27467478080848
17,2493,171.94219211375517,160.80569815424778,10.290812287208567,0.5628460049629211,163.8940887791266
18,2494,173.9437848042842,159.2808086354045,10.152895270786434,0.5634806752204895,164.18039087354185
19,2495,173.81095013932486,163.00737991690204,10.466127020441222,0.5640066266059875,167.61634207443063
20,2496,173.9171151588534,164.06711539792934,10.561773628688634,0.5643448233604431,168.6807835486498
21,2497,175.49717913475558,167.53953109428943,10.364947342704282,0.5641157031059265,173.80199929726706
22,2498,175.31864713211743,169.8263288937351,11.710923220867496,0.5639844536781311,175.9496399224132
23,2499,173.97187662139208,170.33916570186378,12.766067544689049,0.5653483271598816,174.70654417529136
24,2500,172.50117592421984,171.7976410404536,13.697411393833919,0.5658133029937744,174.55482606654112
25,2501,171.41483982887308,173.2945853162513,14.640568710664944,0.5677940845489502,174.37119978043933
26,2502,171.00116080740654,173.59171185077594,14.65902187650876,0.5701513290405273,173.5474739460243
27,2503,172.0466403954766,173.5215431351602,13.757921994726244,0.5733360052108765,173.56738196737388
28,2504,170.74819044275972,176.80301945812138,13.475668771403065,0.5773706436157227,174.34001681616428
29,2505,169.63460767685217,179.51329800033875,13.231175267869235,0.5819817185401917,174.55339011513342
30,2506,169.3557950253872,178.80008364520938,12.70852309964993,0.5862888097763062,172.26923573770478
31,2507,167.29821649477847,178.14057043089088,12.032721027907153,0.5876043438911438,169.15748375832618
32,2508,163.05367784810565,177.95361489572625,11.857362263301738,0.5899112224578857,164.03392600646617
33,2509,157.9505780361183,177.63941790753262,11.398767415667697,0.5916275978088379,158.10171660099957
34,2510,159.7744434487543,178.18941898768625,9.056084847260884,0.59639573097229,159.04514314475352
35,2511,158.83931351066948,178.42262249924153,7.292968836312411,0.5944763422012329,158.9190333495411
