relative_frame,frame,elbow_angle,knee_angle,shoulder_angle,wrist_height,score
0,2410,169.483083577366,177.4284486602323,7.657521582669769,0.5707263350486755,175.69363172299563
1,2411,178.06757760078892,174.3209956299175,8.557156694807007,0.5787173509597778,178.77336794277306
2,2412,176.7746162672939,169.60207070415248,9.42997393695788,0.5773453712463379,173.173075597545
3,2413,171.64861864166357,164.4203383731895,9.634378395980871,0.580436646938324,161.9379629333559
4,2414,169.3743609519835,159.25654272398307,10.218798889103711,0.5809234976768494,154.35385437291177
5,2415,167.2880150151333,153.81873306418132,11.113720209159508,0.580415666103363,146.98204824830572
6,2416,165.7808459673211,151.16078957870417,10.871885408848303,0.5790531039237976,143.225704368886
7,2417,162.80315927708335,151.67836930268908,9.76485618093932,0.5770885348320007,141.3549681301722
8,2418,160.8578546951191,152.1799582173433,9.030729179039115,0.5764909386634827,140.0905313134176
9,2419,158.75209033088143,154.20782316170752,7.817678170838267,0.5742873549461365,140.673707008748
10,2420,157.635170997647,155.65018240406255,6.385007295096786,0.5740137696266174,141.08122251372436
11,2421,159.37481969419957,156.2935214375725,5.8989877197977965,0.5705191493034363,144.5125963407412
12,2422,161.00695977446935,157.35812695050947,5.409321697569208,0.5742889642715454,146.0783974435152
13,2423,162.56202943749304,156.65595139776335,4.4449698419630845,0.5751593708992004,146.67016956549628
14,2424,162.32631685050274,157.2933147635294,2.8585101110119933,0.5814424753189087,145.18688901835952
15,2425,163.9472321254548,160.2832283191262,2.1211836446223464,0.5818485021591187,149.67590979684542
16,2426,164.8310736413838,164.65180636136242,1.7855933634521939,0.5860920548439026,153.65526354957547
17,2427,169.5300514589938,167.42767234982617,0.6081855394284087,0.5800267457962036,162.9497000699589
18,2428,171.32128860846046,170.45281658905884,1.0741905458899355,0.5730830430984497,169.8491922679844
19,2429,168.91233166583947,172.37793276608568,4.300637349877375,0.569282591342926,170.50548702904734
20,2430,170.33657335998714,176.6634315337861,5.478602732172284,0.5706085562705994,175.81743801259347
21,2431,171.41686138576674,178.97681494505525,6.022302903907,0.5714468359947205,178.95962553240588
22,2432,172.0147774381227,178.5632846592814,8.500521234327001,0.5711915493011475,179.22059730705985
23,2433,173.89278546736944,179.27961394709408,9.43370066619706,0.5704196095466614,182.04651655046507
24,2434,174.14278383894953,179.2095744477832,10.429618613839335,0.5700522661209106,182.33667845045954
25,2435,176.6329192525295,179.42355071187245,9.979155816678691,0.5703656673431396,184.94676976146002
26,2436,178.59075184315165,177.57014903912923,10.273917424310627,0.570389449596405,185.04406600335938
27,2437,178.54846584518094,177.4442036290413,10.26965359517899,0.5727644562721252,184.16333259258465
28,2438,176.91639184602815,175.51953771562262,11.253779291520756,0.5760528445243835,179.6200762043357
29,2439,176.32527177508274,174.9042384326717,12.154103066723454,0.5790627598762512,177.51068224487904
30,2440,175.67358756623722,175.97879337521968,13.201825771939662,0.5818596482276917,177.0944864731494
31,2441,176.18432868877957,176.474316612705,13.469854750150345,0.5833629369735718,177.64976420941304
32,2442,176.49864499991307,177.1761343495888,13.720342141023202,0.5859846472740173,177.87938516729668
33,2443,176.25617132787517,178.3910406599463,14.042440062640601,0.5902206897735596,177.58100505575362
34,2444,176.5947437149998,179.07614189111055,14.631393196478694,0.5898955464363098,178.7022216752174
35,2445,176.30726116558517,179.81739249429927,14.505658602625696,0.5906544327735901,178.9283238278074
