relative_frame,frame,elbow_angle,knee_angle,shoulder_angle,wrist_height,score
0,76,156.29450214047844,141.8652058442416,81.62648770461699,0.5572118163108826,130.9961630914553
1,77,156.49368702592486,141.23887307713488,83.43475597617807,0.5448654890060425,134.27291340124702
2,78,156.1468531184565,140.0416404721045,83.6916145169287,0.5346882343292236,135.7820232917939
3,79,156.5250731386095,139.40549744075562,84.78394196443433,0.527919590473175,137.55469343741265
4,80,157.59102041232094,139.0467708398926,86.43837839542039,0.5198208093643188,140.6915484429179
5,81,156.68101606442843,139.07229630155072,87.74916526550079,0.5097934007644653,142.81529213663953
6,82,155.58005289830498,138.53617494040174,87.8986023928707,0.5062723159790039,142.23453304500555
7,83,155.1954742749028,138.18504851731993,89.7975292487291,0.5001001358032227,143.35048205125594
8,84,155.0259473574422,138.153039896772,91.02683081639479,0.49349814653396606,145.12954329402436
9,85,156.3628396510742,137.89325964911788,92.71274454613626,0.49137791991233826,146.8427233264906
10,86,159.14956904683675,137.78135428429206,95.55426474992308,0.48726722598075867,150.75075553690124
11,87,158.07447537748902,137.81326100834733,95.75876183560541,0.48818132281303406,149.4333395419261
12,88,159.54304114524749,137.69758412902232,95.92682339443574,0.4858693778514862,151.47981191882394
13,89,161.7441297300021,137.2925515929261,95.88024619628791,0.485527902841568,153.3783104704578
14,90,161.52411008093998,136.490203729332,95.07451141818903,0.4856095612049103,152.3314454487989
15,91,159.14582134326074,134.77316943324354,92.8942316948974,0.487609326839447,147.6361927246702
16,92,157.69600133086155,132.72487691325,92.46382017539403,0.49026182293891907,143.34233136243586
17,93,152.80131596041886,131.3716523257731,87.59914695102496,0.49152839183807373,136.71445073476985
18,94,153.05968428491875,129.00713850351113,86.65972185346202,0.49213916063308716,134.42507459850373
19,95,147.64573138741818,126.93933342821418,80.91783903811702,0.5016684532165527,124.08452885066652
20,96,141.06897334469755,123.76359354339093,75.9229834950433,0.507513165473938,112.57861724590708
21,97,144.90914901294295,120.48354508840902,81.67046658051312,0.4899895489215851,118.39582942487641
22,98,145.06162749462183,116.40412647795159,84.84181619621107,0.47558918595314026,118.78899818663137
23,99,150.68445041030026,113.5941422232352,88.7555669686427,0.4642755389213562,124.99593095712862
24,100,160.21812636430772,108.08181197530428,97.81852111472466,0.453752726316452,132.17412044467642
25,101,165.566691093914,102.19481286957785,104.79593056666424,0.4475415050983429,133.49905243398894
26,102,156.77390202862787,95.66854490918882,102.00998953720502,0.4439001977443695,119.27238761450585
27,103,153.06699078275489,91.02284223427625,102.7473184616263,0.4445722997188568,110.7181431013741
28,104,141.0034681305932,87.57870160563704,95.63387824479203,0.4459809362888336,94.78788884958016
29,105,151.76282500183035,87.43225277786064,103.84791081799159,0.4481208324432373,104.7588280467198
30,106,135.13850255707433,86.64652425354649,94.0052475267464,0.45050033926963806,86.6349250297294
31,107,102.8541161515519,88.83610425817852,73.13193724294247,0.4530561566352844,55.773373419145116
32,108,102.51939354279223,79.87745256455247,74.05238021058607,0.4561491310596466,45.552106789450704
33,109,134.95248638702154,77.53164683106365,105.06961321894404,0.45848917961120605,74.93737933472337
34,110,110.33855067742473,76.79642431268974,116.12040807196455,0.4614325761795044,48.70520213626315
35,111,95.19884158141991,76.33612219219822,116.89643189996806,0.465457558631897,31.89769618404904
