relative_frame,frame,elbow_angle,knee_angle,shoulder_angle,wrist_height,score
0,145,124.5164618074516,177.57450469658306,43.18127910549322,0.6025770902633667,121.31783942502466
1,146,122.02878113552083,166.1342179659769,46.59168079877447,0.6048279404640198,106.71461696229176
2,147,131.05197360613775,157.1201691792105,46.010754374792846,0.6067949533462524,106.1336567814725
3,148,139.70385750390574,154.17856569902239,44.76025740987536,0.6085655689239502,111.31275252574306
4,149,142.54014733175768,150.408489348689,45.16085821486957,0.6099013686180115,109.97822609504323
5,150,142.9055604826453,144.65042401301463,44.74307783382303,0.6116721630096436,104.05433559276685
6,151,144.3938228523587,144.4022193377916,43.73615158788984,0.6143641471862793,104.48679803426649
7,152,139.09008624850506,147.2477525966458,44.10122371543479,0.6143065690994263,102.04586811532295
8,153,136.51605411994578,149.12814274558647,44.48365085727141,0.6134278774261475,101.61583363768801
9,154,136.57833534033895,155.9487152662333,44.59775999297446,0.6106589436531067,109.32936751064028
10,155,134.82237525029404,162.02195389526682,45.50165641783501,0.6076437830924988,114.55119421781126
11,156,134.328518053946,165.88092284722157,44.85068625184133,0.6067460179328918,118.18563552130001
12,157,135.19139104650606,167.78545650918198,44.7001094735657,0.6068905591964722,120.90967979674639
13,158,135.3710089474783,167.34634722875666,44.411780129620034,0.6072357892990112,120.54661938653157
14,159,138.28744660483713,168.33431225622195,43.48696727707944,0.6070253849029541,124.51414339017288
15,160,142.81930948734487,165.9439033597088,42.26104282596577,0.6068712472915649,126.70183865958415
16,161,145.3656138106819,163.953170168934,41.76738269447809,0.6067407727241516,127.2965521623704
17,162,149.18988040470916,162.76524810298056,40.63992503249117,0.6067709922790527,129.9238308239739
18,163,152.52573292657414,164.55982935368866,40.52818087682007,0.6067729592323303,135.05367451056372
19,164,157.91573286706048,168.6267560735958,40.72933540042055,0.6067602634429932,144.51440990775836
20,165,162.69724829803872,172.9273229575821,41.15223550349794,0.6067793369293213,153.59077017682444
21,166,168.09237741219053,177.6702556456952,41.09222578171728,0.6070167422294617,163.65761038904725
22,167,171.78988062653858,179.84696507885073,39.69981198726462,0.6077094674110413,169.32400548207693
23,168,175.19772815456278,178.562127063277,37.64305145754731,0.607926070690155,171.3820340107933
24,169,178.48875555647766,177.6439083965209,35.284017762832285,0.607859194278717,173.77490566938343
25,170,176.18765451955866,179.99811363038185,32.39409076093826,0.6077595353126526,173.8579075561447
26,171,174.20710176165437,176.25759347320457,30.94400143273224,0.6082875728607178,167.9784233766436
27,172,172.04892738728765,174.96181722129458,29.867347842679344,0.6083100438117981,164.5177314650428
28,173,168.0850065079235,178.71285041654656,26.3293561362012,0.6084529161453247,164.26198208087266
29,174,165.97825167300667,178.0050546698466,23.273385441207566,0.6081348657608032,161.5428466146123
30,175,164.69642201744037,174.37613590185214,20.995278485735874,0.6057250499725342,157.35504292753228
31,176,164.02020278781663,170.8630419891174,18.14463642182762,0.6011813282966614,154.5288462879356
32,177,165.61535893520454,158.7772788929656,16.694867673633798,0.5999016761779785,144.42213497477655
33,178,162.5978625965198,147.20402440492705,14.273540494503958,0.5974618196487427,130.56334110682405
34,179,156.91693995159267,137.7665462660041,10.237020498592578,0.5966017246246338,115.7029688302066
35,180,152.38068852154908,130.52448469287606,6.206374857900298,0.5977763533592224,103.57226720665841
